CCHANNELCODE,CTITLE_TXT,CONTENT,CRELEASETIME,CRELEASETIME2,CURL,DOCID,FILESIZE,MIMETYPE
9862,新疆新业国有资产经营（集团）有限责任公司公开发行2016年公司债券募集说明书（第一期）,新疆新业国有资产经营（集团） 有限责任公司 （住所：新疆乌鲁木齐市天山解放北路 339,2016-01-22,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2508066787805189.pdf,CMS4039142,2810012,pdf
8349,苏州高新公开发行2016年公司债券募集说明书摘要（面向合格投资者）,股票简称：苏州高新 股票代码：600736 苏州新区高新技术产业股份有限公司 SUZHOU NEW,2016-01-21,21:07:42,/disclosure/listedinfo/announcement/c/2016-01-21/600736_20160121_3.pdf,CMS4038453,2908732,pdf
8349,苏州高新公开发行2016年公司债券募集说明书（面向合格投资者）,股票简称：苏州高新 股票代码：600736 苏州新区高新技术产业股份有限公司 SUZHOU NEW,2016-01-21,21:07:40,/disclosure/listedinfo/announcement/c/2016-01-21/600736_20160121_1.pdf,CMS4038451,6135860,pdf
9862,苏州新区高新技术产业股份有限公司公开发行2016年公司债券募集说明书,股票简称：苏州高新 股票代码：600736 苏州新区高新技术产业股份有限公司 SUZHOU NEW,2016-01-21,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2507063665383741.pdf,CMS4038368,6135860,pdf
9860,2015年昌乐县新城发展有限公司公司债券募集说明书,2015 年昌乐县新城发展有限公司公司债券 募集说明书 1 声明及提示 一、发行人声明 发行,2016-01-21,00:00:00,/disclosure/bond/corporate/publicoffer/corporatebulletin/c/2016-01-20/2506873324582379.pdf,CMS4038242,1123554,pdf
9862,苏州新区高新技术产业股份有限公司公开发行2016年公司债券募集说明书摘要,股票简称：苏州高新 股票代码：600736 苏州新区高新技术产业股份有限公司 SUZHOU NEW,2016-01-21,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2507064275713919.pdf,CMS4038370,2908732,pdf
8349,广汽集团公开发行A股可转换公司债券募集说明书,1-1-1 股票简称：广汽集团 股票代码：601238 广州汽车集团股份有限公司 （注册地址：广,2016-01-20,21:12:17,/disclosure/listedinfo/announcement/c/2016-01-20/601238_20160120_4.pdf,CMS4037945,5909979,pdf
8349,广汽集团公开发行A股可转换公司债券募集说明书摘要,1-2-1 股票简称：广汽集团 股票代码：601238 广州汽车集团股份有限公司 （注册地址：广,2016-01-20,21:12:15,/disclosure/listedinfo/announcement/c/2016-01-20/601238_20160120_3.pdf,CMS4037944,2551658,pdf
9862,山东玉皇化工有限公司公开发行2016年公司债券募集说明书,山东玉皇化工有限公司 （住所：山东省东明县武胜工业开发区） 公开发行 2016年公司债券,2016-01-20,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2506091646884063.pdf,CMS4037848,4299092,pdf
9860,2016年长沙市雨花城市建设投资集团有限公司公司债券募集说明书,2016年长沙市雨花城市建设投资集团有限公司公司债券募集说明书 2016年长沙市雨花城市建,2016-01-20,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2506888232856470.pdf,CMS4038372,1659401,pdf
9862,北京望京搜候房地产有限公司公开发行2016年公司债券募集说明书摘要（面向合格投资者）,北京望京搜候房地产有限公司 公开发行公司债券募集说明书摘要 1-2-1 声 明 本募集说明,2016-01-20,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2506126643127366.pdf,CMS4037881,2502395,pdf
9862,山东玉皇化工有限公司公开发行2016年公司债券募集说明书摘要,山东玉皇化工有限公司 （住所：山东省东明县武胜工业开发区） 公开发行 2016年公司债券,2016-01-20,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2506093766984875.pdf,CMS4037850,1817610,pdf
9860,2015年无锡创业投资集团有限公司公司债券募集说明书,2015年无锡创业投资集团有限公司公司债券募集说明书 声明及提示 一、发行人董事会声明,2016-01-20,00:00:00,/disclosure/bond/corporate/publicoffer/corporatebulletin/c/2016-01-19/2506087984381773.pdf,CMS4037673,1421112,pdf
9862,北京望京搜候房地产有限公司公开发行2016年公司债券募集说明书（面向合格投资者）,北京望京搜候房地产有限公司 公开发行公司债券募集说明书 1-1-1 声 明 本募集说明书及,2016-01-20,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2506126443647345.pdf,CMS4037879,6530804,pdf
9860,2016年长沙市雨花城市建设投资集团有限公司公司债券募集说明书摘要,0 2016年长沙市雨花城市建设投资集团有限公司公司债券募集说明书摘要 1 重要声明及提示,2016-01-20,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2506888320396485.pdf,CMS4038373,895532,pdf
9860,2015年伊犁哈萨克自治州财通国有资产经营有限责任公司小微企业增信集合债券募集说明书,2015 年伊犁哈萨克自治州财通国有资产经营有限责任公司 小微企业扶持债券（小微企业增,2016-01-20,00:00:00,/disclosure/bond/corporate/publicoffer/corporatebulletin/c/2016-01-19/2505928753357987.pdf,CMS4037685,782052,pdf
9862,湖北凯乐科技股份有限公司公开发行2016年公司债券募集说明书摘要（面向合格投资者）,住所：公安县斗湖堤镇城关 公开发行 2016 年公司债券募集说明书摘要 （面向合格投资者,2016-01-19,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2505352473318059.pdf,CMS4037192,3136465,pdf
9862,湖北凯乐科技股份有限公司公开发行2016年公司债券募集说明书（面向合格投资者）,住所：公安县斗湖堤镇城关 公开发行 2016 年公司债券募集说明书 （面向合格投资者） （,2016-01-19,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2505352506878063.pdf,CMS4037190,7715587,pdf
9860,2016年宁乡经济技术开发区建设投资有限公司公司债券募集说明书摘要,2016 年宁乡经济技术开发区建设投资有限公司 公司债券募集说明书摘要 发行人 宁乡经济,2016-01-19,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2505377992829440.pdf,CMS4037229,972366,pdf
9862,上海电气（集团）总公司公开发行2016年公司债券募集说明书摘要（面向合格投资者）,上海电气（集团）总公司 2016 年公司债券 募集说明书摘要 2 声明 本募集说明书摘要的目,2016-01-19,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2505514497927029.pdf,CMS4037464,984668,pdf
9862,上海电气（集团）总公司公开发行2016年公司债券募集说明书（面向合格投资者）,上海电气（集团）总公司 2016 年公司债券 募集说明书 2 声明 本募集说明书依据《中华人,2016-01-19,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2505509422096664.pdf,CMS4037462,4136091,pdf
9860,2016年宁乡经济技术开发区建设投资有限公司公司债券募集说明书,2016年宁乡经济技术开发区建设投资有限公司 公司债券募集说明书 发行人 宁乡经济技术开,2016-01-19,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2505377916089435.pdf,CMS4037228,1837661,pdf
9860,2016年泗阳县民康农村经济发展有限公司公司债券募集说明书,2016年泗阳县民康农村经济发展有限公司公司债券募集说明书 声明及提示 一、发行人董事,2016-01-14,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2501647287611943.pdf,CMS4035748,1161233,pdf
9860,2016年黄冈市城市建设投资有限公司公司债券募集说明书,2016 年黄冈市城市建设投资有限公司公司债券募集说明书 1 声明及提示 一、发行人董事会,2016-01-14,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2501605202767903.pdf,CMS4035745,1869445,pdf
9860,6、2015年徐州市铜山区城市建设投资有限责任公司公司债券募集说明书,徐州市铜山区城市建设投资有限责任公司 “15 铜城投债”募集说明书 1 声明及提示 一、,2016-01-14,00:00:00,/disclosure/bond/corporate/publicoffer/corporatebulletin/c/2016-01-13/2500162437484835.pdf,CMS4035485,731257,pdf
9862,青岛国信发展（集团）有限责任公司公开发行2016年公司债券募集说明书摘要,1-1-2 声 明 本募集说明书摘要的目的仅为向投资者提供有关本次发行的简要情况，并 不包,2016-01-14,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2501616803159069.pdf,CMS4035701,607244,pdf
9862,东旭集团有限公司2016年第一期公司债券募集说明书,东旭集团有限公司 （注册地址：河北省石家庄市高新区珠江大道 369 号） 公公开开发发行,2016-01-14,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2501189986186360.pdf,CMS4035729,1493328,pdf
9862,重庆城市交通开发投资（集团）有限公司公司公开发行2016年公司债券募集说明书摘要,重庆城市交通开发投资（集团）有限公司公司债券募集说明书摘要 1-2-1 重庆城市交通开发,2016-01-14,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2501617326180115.pdf,CMS4035696,1565512,pdf
9862,青岛国信发展（集团）有限责任公司公开发行2016年公司债券募集说明书,1-1-2 声 明 本募集说明书依据《中华人民共和国公司法》、《中华人民共和国证券法》、,2016-01-14,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2501616713659060.pdf,CMS4035699,3832162,pdf
9862,东旭集团有限公司2016年第一期公司债券募集说明书摘要,东旭集团有限公司 （注册地址：河北省石家庄市高新区珠江大道 369 号） 公公开开发发行,2016-01-14,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2501191388556554.pdf,CMS4035731,596338,pdf
9862,重庆城市交通开发投资（集团）有限公司公司公开发行2016年公司债券募集说明书,重庆城市交通开发投资（集团）有限公司 公司债券募集说明书 1-1-1 重庆城市交通开发投,2016-01-14,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2501616430879761.pdf,CMS4035694,3951560,pdf
8349,九州通公开发行可转换公司债券募集说明书,证券简称：九州通 证券代码：600998 （湖北省武汉市汉阳区龙阳大道特 8号） 九九州州通,2016-01-13,21:58:10,/disclosure/listedinfo/announcement/c/2016-01-13/600998_20160113_4.pdf,CMS4035225,6688531,pdf
8349,九州通公开发行可转换公司债券募集说明书摘要,证券简称：九州通 证券代码：600998 九九州州通通医医药药集集团团股股份份有有限限公,2016-01-13,21:58:08,/disclosure/listedinfo/announcement/c/2016-01-13/600998_20160113_1.pdf,CMS4035222,1249313,pdf
9860,2016年衡阳市交通建设投资有限公司公司债券募集说明书摘要,2016 年衡阳市交通建设投资有限公司公司债券募集说明书摘要 2 声明及提示 一、发行人声,2016-01-13,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2500128253102371.pdf,CMS4035304,1005326,pdf
9860,2016年衡阳市交通建设投资有限公司公司债券募集说明书,2016年衡阳市交通建设投资有限公司公司债券募集说明书 2 声明及提示 一、发行人声明 发,2016-01-13,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2500128077272344.pdf,CMS4035303,876886,pdf
9860,2015年海安城市动迁改造有限公司公司债券募集说明书,I 声明及提示 一、发行人董事会声明 发行人董事会已批准本期债券募集说明书及其摘要，,2016-01-13,00:00:00,/disclosure/bond/corporate/publicoffer/corporatebulletin/c/2016-01-12/2499202499589514.pdf,CMS4034945,4284659,pdf
9862,同益实业集团有限公司公开发行2016年公司债券募集说明书,同益实业集团有限公司 （新宾满族自治县响水河乡响水河村） 公开发行公司债券募集说明,2016-01-13,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2500161101942735.pdf,CMS4035108,3945024,pdf
9860,6-1、2015年沭阳金源资产经营有限公司公司债券募集说明书,⒛‘年沭阳金源资产经营有限公司 公司债券齐集说明书 沭阳金 主承销商 口万宠茁证右有,2016-01-13,00:00:00,/disclosure/bond/corporate/publicoffer/corporatebulletin/c/2016-01-12/2499966925001469.pdf,CMS4034911,2234527,pdf
9862,同益实业集团有限公司公开发行2016年公司债券募集说明书摘要,同益实业集团有限公司 （新宾满族自治县响水河乡响水河村） 公开发行公司债券募集说明,2016-01-13,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2500161398182766.pdf,CMS4035110,1603099,pdf
9860,2015年重庆市潼南区城市建设投资(集团)有限公司公司债券募集说明书,2015 年重庆市潼南区城市建设投资(集团)有限公司公司债券募集说明书 I 2015 年重庆市潼,2016-01-12,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2499236773294415.pdf,CMS4034711,1240628,pdf
9860,2015年石家庄正定新区棚户区改造常山社区一期项目收益债券募集说明书,2015 年石家庄正定新区棚户区改造常山社区一期项目收益债券募集说明书 声明及提示 一、,2016-01-12,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2483559152104451.pdf,CMS4034831,1956554,pdf
9860,2015年重庆市潼南区城市建设投资（集团）有限公司公司债券募集说明书摘要,2015 年重庆市潼南区城市建设投资(集团)有限公司公司债券募集说明书摘要 I 2015 年重庆,2016-01-12,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2499236992714499.pdf,CMS4034712,1069121,pdf
8349,东兴证券公开发行公司债券募集说明书摘要,东兴证券股份有限公司（北京市西城区金融大街 5号（新盛大厦）12、15层） 公开发行公司,2016-01-11,16:14:10,/disclosure/listedinfo/announcement/c/2016-01-11/601198_20160111_4.pdf,CMS4034109,759074,pdf
8349,东兴证券公开发行公司债券募集说明书,1-1-I 声 明 本募集说明书依据《中华人民共和国公司法》、《中华人民共和国证券法》、,2016-01-11,16:14:09,/disclosure/listedinfo/announcement/c/2016-01-11/601198_20160111_2.pdf,CMS4034107,4614697,pdf
9862,2016年东兴证券股份有限公司债券募集说明书摘要,东兴证券股份有限公司（北京市西城区金融大街 5号（新盛大厦）12、15层） 公开发行公司,2016-01-11,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2496681956859302.pdf,CMS4034058,759074,pdf
9860,2016年浏阳现代制造产业建设投资开发有限公司双创孵化专项债券募集说明书摘要,2016 年浏阳现代制造产业建设投资开发有限公司双创孵化专项债券募集说明书摘要 1 重要,2016-01-11,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2496673908083481.pdf,CMS4034061,924330,pdf
9862,常高新集团面向合格投资者公开发行公司债券募集说明书摘要,1声 明 本募集说明书摘要依据《中华人民共和国公司法》、《中华人民共和国证券 法》、,2016-01-11,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2496509941483974.pdf,CMS4034073,1047120,pdf
9862,常高新集团面向合格投资者公开发行公司债券募集说明书,1声 明 本募集说明书依据《中华人民共和国公司法》、《中华人民共和国证券法》、 《公,2016-01-11,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2496509334453903.pdf,CMS4034071,3020918,pdf
9860,2016年浏阳现代制造产业建设投资开发有限公司双创孵化专项债券募集说明书,2016 年浏阳现代制造产业建设投资开发有限公司双创孵化专项债券募集说明书 1 重要声明,2016-01-11,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2496673810163473.pdf,CMS4034060,1368876,pdf
9862,2016年东兴证券股份有限公司债券募集说明书,1-1-I 声 明 本募集说明书依据《中华人民共和国公司法》、《中华人民共和国证券法》、,2016-01-11,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2496681606099205.pdf,CMS4034056,4614697,pdf
9860,2015年天津市东丽城市基础设施投资集团有限公司公司债券募集说明书,募集说明书 I 声明及提示 一、发行人声明 发行人董事会已批准本期债券募集说明书及其摘,2016-01-07,00:00:00,/disclosure/bond/corporate/publicoffer/corporatebulletin/c/2016-01-06/2494138883366915.pdf,CMS4032820,1457808,pdf
9860,2016年重庆两江新区开发投资集团有限公司公司债券募集说明书,2016 年重庆两江新区开发投资集团有限公司公司债券募集说明书 1 声明及提示 一、发行人,2016-01-06,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2494153608032547.pdf,CMS4032607,1636810,pdf
9860,2016年永州市经济建设投资发展集团有限责任公司公司债券募集说明书摘要,2016年永州市经济建设投资发展集团有限 责任公司公司债券募集说明书 发行人 永州市经济,2016-01-06,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2494124864199705.pdf,CMS4032611,1012454,pdf
9860,2015年海航机场集团有限公司公司债券募集说明书,2015年海航机场集团有限公司公司债券募集说明书 I 声明及提示 一、发行人董事会声明 发,2016-01-06,00:00:00,/disclosure/bond/corporate/publicoffer/corporatebulletin/c/2016-01-05/2493248184123022.pdf,CMS4032298,2687563,pdf
9860,2015年桓台县金海公有资产经营有限公司小微企业增信集合债券募集说明书,2015 年桓台县金海公有资产经营有限公司小微企业增信集合债券募集说明书 声明及提示 一,2016-01-06,00:00:00,/disclosure/bond/corporate/publicoffer/corporatebulletin/c/2016-01-05/2493942929009794.pdf,CMS4032290,755575,pdf
9860,2016年重庆两江新区开发投资集团有限公司公司债券募集说明书摘要,2016 年重庆两江新区开发投资集团有限公司公司债券募集说明书摘要 1 声明及提示 一、发,2016-01-06,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2494153720472555.pdf,CMS4032608,1088646,pdf
9860,2016年第一期福建省投资开发集团有限责任公司公司债券募集说明书,一 2016 年第一期福建省投资开发集团有限责任公司公司债券 募集说明书 1 声明及提示 一,2016-01-06,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2494746120945444.pdf,CMS4032625,1764229,pdf
9860,2016年永州市经济建设投资发展集团有限责任公司公司债券募集说明书,2016年永州市经济建设投资发展集团有限 责任公司公司债券募集说明书 发行人 永州市经济,2016-01-06,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2494124753409695.pdf,CMS4032610,1567209,pdf
9860,2015年遂宁市富源实业有限公司公司债券募集说明书,2015年遂宁市富源实业有限公司公司债券募集说明书 I 声明及提示 一、发行人声明 发行人,2016-01-05,00:00:00,/disclosure/bond/corporate/publicoffer/corporatebulletin/c/2016-01-04/2489744723408131.pdf,CMS4031921,2159552,pdf
9860,2016年常德市城市建设投资集团有限公司公司债券募集说明书摘要,2016年常德市城市建设投资集团有限公司 公司债券募集说明书摘要 发行人 常德市城市建设,2016-01-04,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2489713282175806.pdf,CMS4031646,1254400,pdf
9860,2016年常德市城市建设投资集团有限公司公司债券募集说明书,2016年常德市城市建设投资集团有限公司 公司债券募集说明书 发行人 常德市城市建设投资,2016-01-04,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2489713177875791.pdf,CMS4031645,1774818,pdf
8349,厦门国贸公开发行可转换公司债券募集说明书,"厦门国贸集团股份有限公司 XIAMEN ITG GROUP CORP., LTD. 公开发行可转换公司债券募集",2015-12-31,20:01:06,/disclosure/listedinfo/announcement/c/2015-12-31/600755_20151231_5.pdf,CMS4030823,5995660,pdf
8349,厦门国贸公开发行可转换公司债券募集说明书摘要,"厦门国贸集团股份有限公司 XIAMEN ITG GROUP CORP., LTD. 公开发行可转换公司债券 募集",2015-12-31,20:01:04,/disclosure/listedinfo/announcement/c/2015-12-31/600755_20151231_4.pdf,CMS4030822,1119647,pdf
8349,三一重工公开发行可转换公司债券募集说明书（修订稿）,股票代码：600031 股票简称：三一重工 三一重工股份有限公司 Sany Heavy Industry Cor,2015-12-31,16:59:24,/disclosure/listedinfo/announcement/c/2015-12-31/600031_20151231_2.pdf,CMS4030409,8286334,pdf
8349,三一重工公开发行可转换公司债券募集说明书摘要（修订稿）,股票代码：600031 股票简称：三一重工 三一重工股份有限公司 Sany Heavy Industry Cor,2015-12-31,16:59:22,/disclosure/listedinfo/announcement/c/2015-12-31/600031_20151231_1.pdf,CMS4030408,1744952,pdf
9860,2016年平阳县国资发展有限公司公司债券募集说明书,2016年平阳县国资发展有限公司公司债券募集说明书 1 重要声明及提示 一、发行人董事会,2015-12-31,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2489544104198451.pdf,CMSold2016031815415,,pdf
9862,广州番禺雅居乐房地产开发有限公司公开发行2016年公司债券募集说明书摘要,广州番禺雅居乐房地产开发有限公司公开发行公司债券 募集说明书摘要 1 广州番禺雅居乐,2015-12-31,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2488894650191322.pdf,CMSold2016031824504,,pdf
9862,广州番禺雅居乐房地产开发有限公司公开发行2016年公司债券募集说明书,广州番禺雅居乐房地产开发有限公司 （广州市番禺区南村镇兴业路） 公开发行 2016 年公,2015-12-31,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2488894444351296.pdf,CMSold2016031824497,,pdf
9860,2015年巴中市国有资产经营管理有限责任公司公司债券募集说明书,2015年巴中市国有资产经营管理有限责任公司公司债券募集说明书 I 声明及提示 一、发行,2015-12-31,00:00:00,/disclosure/bond/corporate/publicoffer/corporatebulletin/c/2015-12-30/2487954026577487.pdf,CMSold2016031823936,,pdf
8349,三一重工公开发行可转换公司债券募集说明书,股票代码：600031 股票简称：三一重工 三一重工股份有限公司 Sany Heavy Industry Cor,2015-12-30,20:18:41,/disclosure/listedinfo/announcement/c/2015-12-30/600031_20151230_4.pdf,CMS4030069,8286579,pdf
8349,三一重工公开发行可转换公司债券募集说明书摘要,股票代码：600031 股票简称：三一重工 三一重工股份有限公司 Sany Heavy Industry Cor,2015-12-30,20:18:38,/disclosure/listedinfo/announcement/c/2015-12-30/600031_20151230_2.pdf,CMS4030067,1744795,pdf
9860,2015年湘江产业投资有限责任公司公司债券募集说明书,2015 年湘江产业投资有限责任公司公司债券募集说明书 I 声明及提示 一、发行人董事会声,2015-12-30,00:00:00,/disclosure/bond/corporate/publicoffer/corporatebulletin/c/2015-12-29/2487149578152828.pdf,CMSold2016031824041,,pdf
9860,2015年江西省陶瓷工业公司企业债券募集说明书,2015年江西省陶瓷工业公司 企业债券募集说明书 发行人 江西省陶瓷工业公司 主承销商 二,2015-12-30,00:00:00,/disclosure/bond/corporate/publicoffer/corporatebulletin/c/2015-12-29/2487842417332357.pdf,CMSold2016031823462,,pdf
9860,2015年国泰租赁有限公司公司债券募集说明书,⒛Is年国泰租赁有限公司 公司债券募集说明书 主承销商: 齐二狂劳有跟岔司 0:LV sECUR:,2015-12-30,00:00:00,/disclosure/bond/corporate/publicoffer/corporatebulletin/c/2015-12-29/2487134748000891.pdf,CMSold2016031823075,,pdf
9860,2015年泰州市海陵资产经营有限公司公司债券募集说明书,2015年泰州市海陵资产经营有限公司公司债券募集说明书 1 声明及提示 一、发行人董事会,2015-12-29,00:00:00,/disclosure/bond/corporate/publicoffer/corporatebulletin/c/2015-12-28/2487004786065185.pdf,CMSold2016031815610,,pdf
9860,2015年天津市武清区国有资产经营投资公司企业债券募集说明书,募集说明书 I 声明及提示 一、发行人声明 发行人总经理办公会已批准本期债券募集说明书,2015-12-29,00:00:00,/disclosure/bond/corporate/publicoffer/corporatebulletin/c/2015-12-28/2487105781356537.pdf,CMSold2016031815434,,pdf
9860,2015年福建省投资开发集团有限责任公司停车场专项债券募集说明书,2015 年福建省投资开发集团有限责任公司停车场专项债券 募集说明书 1 声明及提示 一、,2015-12-29,00:00:00,/disclosure/bond/corporate/publicoffer/corporatebulletin/c/2015-12-28/2487087262656118.pdf,CMSold2016031822926,,pdf
9860,2015年义乌市城市投资建设集团有限公司公司债券募集说明书,2015 年义乌市城市投资建设集团有限公司公司债券募集说明书 - 1 - 2015 年义乌市城市投,2015-12-29,00:00:00,/disclosure/bond/corporate/publicoffer/corporatebulletin/c/2015-12-28/2486963625901457.pdf,CMSold2016031823667,,pdf
9862,陕西省产业投资有限公司公开发行2015年公司债券募集说明书摘要（面向合格投资者）,陕西省产业投资有限公司公开发行 2015年公司债券募集说明书摘要 1-2-0 陕西省产业投资,2015-12-28,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2483718761691763.pdf,CMSold2016031823357,,pdf
9860,2015年凤城市现代产业园区开发建设投资有限公司公司债券募集说明书,2015 年凤城市现代产业园区开发建设投资 有限公司公司债券募集说明书 发行人 凤城市现,2015-12-28,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2482858543960218.pdf,CMSold2016031824191,,pdf
9862,陕西省产业投资有限公司公开发行2015年公司债券募集说明书（面向合格投资者）,1-1-0 陕西省产业投资有限公司 （西安市莲湖区青年路 92号） 公开发行 2015年公司债券,2015-12-28,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2483718323081637.pdf,CMSold2016031823014,,pdf
9860,2015年洛阳城市发展投资集团有限公司公司债券募集说明书,2015 年洛阳城市发展投资集团有限公司公司债券募集说明书 声明及提示 一、发行人声明,2015-12-28,00:00:00,/disclosure/bond/corporate/publicoffer/corporatebulletin/c/2015-12-27/2483592867004918.pdf,CMSold2016031822973,,pdf
9860,2015年沛县城市投资开发有限公司公司债券募集说明书,2015年沛县城市投资开发有限公司公司债券募集说明书 声明及提示 一、发行人董事会声明,2015-12-28,00:00:00,/disclosure/bond/corporate/publicoffer/corporatebulletin/c/2015-12-27/2484495649342181.pdf,CMSold2016031823313,,pdf
9860,2015年日照市城市建设投资集团有限公司公司债券募集说明书,2015 年日照市城市建设投资集团有限公司公司债券募集说明书 1 声明及提示 一、发行人声,2015-12-28,00:00:00,/disclosure/bond/corporate/publicoffer/corporatebulletin/c/2015-12-27/2483635844142140.pdf,CMSold2016031823691,,pdf
9860,2015年贵州凯里经济开发区开元城市投资开发有限责任公司小微企业增信集合债券募集说明书,声明及提示 一、发行人声明 发行人董事会已批准本募集说明书及其摘要，全体董事承诺其,2015-12-28,00:00:00,/disclosure/bond/corporate/publicoffer/corporatebulletin/c/2015-12-27/2484404098296320.pdf,CMSold2016031823651,,pdf
9860,2015年浙江滨海新城开发投资股份有限公司公司债券募集说明书,2015年浙江滨海新城开发投资股份有限公司公司债券募集说明书 1 重要声明及提示 一、发,2015-12-25,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2483726483680470.pdf,CMSold2016031824499,,pdf
9860,2015年潜江市城市建设投资开发有限公司公司债券募集说明书,声明及提示 一、发行人董事会声明 发行人董事会已批准本期债券募集说明书及其摘要，发,2015-12-23,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2482766568704605.pdf,CMSold2016031823952,,pdf
9860,2015年黔东南州畅达交通建设投资集团有限公司停车场专项债券募集说明书,2015 年黔东南州畅达交通建设投资集团有限公司停车场专项债券募集说明书 2015年黔东南,2015-12-23,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2481814174790913.pdf,CMSold2016031815573,,pdf
9860,01-2015年第三期长沙市轨道交通集团有限公司公司债券募集说明书,2015年第三期长沙市轨道交通集团有限公司公司债券募集说明书 I 声明及提示 一、发行人,2015-12-23,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2482024053934486.pdf,CMSold2016031823296,,pdf
9860,2015年昆明滇池水务股份有限公司公司债券募集说明书,2015年昆明滇池水务股份有限公司 公司债券募集说明书 发行人 昆明滇池水务股份有限公司,2015-12-23,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2482642300063529.pdf,CMSold2016031824584,,pdf
9862,天域生态园林股份有限公司2015年公开发行公司债券募集说明书摘要,天域生态园林股份有限公司 （注册地址：重庆市江北区江北城西大街 27 号 15-6） 2015,2015-12-22,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2481146706117187.pdf,CMSold2016031815549,,pdf
9862,天域生态园林股份有限公司2015年公开发行公司债券募集说明书,天域生态园林股份有限公司 （注册地址：重庆市江北区江北城西大街 27 号 15-6） 2015,2015-12-22,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2481146591067166.pdf,CMSold2016031824210,,pdf
9860,2015年响水县水务投资有限责任公司公司债券募集说明书,2015 年响水县水务投资有限责任公司公司债券募集说明书 2 声明及提示 一、发行人董事会,2015-12-22,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2481198129326565.pdf,CMSold2016031823328,,pdf
9860,2015年七台河市城市建设投资发展有限公司小微企业增信集合债券募集说明书,2015年七台河市城市建设投资 发展有限公司 小微企业增信集合债券募集说明书 发行人 七,2015-12-22,00:00:00,/disclosure/bond/corporate/issue/corporatebulletin/c/2481141310055684.pdf,CMSold2016031824001,,pdf
