公司全称,公司简称,公告日期,风险词汇频数,前后存在无等的风险频数,整个债券书字数,风险部分字数统计,风险自然段落统计,风险限定字数句子统计,风险所有句子统计,是否检测到风险章节,文档名称
扬州市广陵新城投资发展有限公司,,2016-10-26,64,5,79002,3378,23,28,40,是,2016年扬州市广陵新城投资发展有限公司公司债券募集说明书_2746998972174317
江苏凤凰出版传媒集团有限公司,,2016-10-26,99,11,169698,8244,40,62,98,是,江苏凤凰出版传媒集团有限公司公开发行2016年可交换公司债券募集说明书（面向合格投资者）_2748017803986207
武汉地铁集团有限公司,,2016-10-26,74,7,97519,4885,34,37,71,是,2016年第一期武汉地铁集团有限公司可续期公司债券募集说明书_2747472203508686
公司,,2016-10-25,51,5,87747,1910,17,16,27,是,2016年第二期宁乡县国有资产经营有限公司棚户区改造项目收益债券募集说明书_2747911178092448
湘潭九华经济建设投资有限公司,,2016-10-25,60,15,97535,2883,21,24,38,是,2016年湘潭九华经济建设投资有限公司双创孵化专项债券募集说明书_2747080117488989
华泰汽车集团有限公司,,2016-10-24,95,2,144964,7515,0,0,1,是,华泰汽车集团有限公司公开发行2016年公司债券募集说明书（第三期）（面向合格投资者）_2744698111317216
恩施城市建设投资有限公司,,2016-10-24,61,8,101504,2735,17,23,38,是,2016年恩施城市建设投资有限公司公司债券募集说明书_2747012409309777
芜湖市交通投资有限公司,,2016-10-21,101,3,95788,8178,48,57,104,是,2016年第二期芜湖市交通投资有限公司城市停车场建设专项债券募集说明书_2743717178384629
瑞金市城市发展投资集团有限公司,,2016-10-21,50,3,80020,3677,25,28,47,是,2016年瑞金市城市发展投资集团有限公司公司债券募集说明书_2743730545728278
萧县建设投资有限责任公司,,2016-10-21,61,1,67749,4332,29,32,57,是,2016年萧县建设投资有限责任公司公司债券募集说明书_2743573332466013
公司,,2016-10-20,90,4,165650,7004,39,51,90,是,东方航空2016年公开发行公司债券募集说明书（面向合格投资者）（第一期）_600115_20161020_1
潍坊滨海旅游集团有限公司,,2016-10-20,47,5,93111,2744,24,21,45,是,2016年潍坊滨海旅游集团有限公司公司债券募集说明书_2742097148603139
韶关市新鸿达城市投资经营有限公司,,2016-10-19,41,5,67890,4165,32,32,56,是,2016年韶关市新鸿达城市投资经营有限公司公司债券募集说明书_2742736121329168
江苏天目湖（集团）有限公司,,2016-10-19,69,6,109604,5616,30,43,68,是,江苏天目湖（集团）有限公司2016年公开发行公司债券募集说明书_2742094051173684
南宁新技术产业建设公司,,2016-10-19,64,7,91179,2360,17,20,26,是,2016年第二期南宁新技术产业建设开发总公司企业债券募集说明书_2742100073934167
无锡市太湖新城发展集团有限公司,,2016-10-19,73,5,108836,5434,32,40,66,是,2016年第二期无锡市太湖新城发展集团有限公司公司债券募集说明书_2741956355011200
镇江新区城市建设投资有限公司,,2016-10-19,71,6,113557,4326,29,28,60,是,镇江新区城市建设投资有限公司2016年城市停车场建设专项债券募集说明书_2741919295334326
嘉兴市湘家荡发展投资集团有限公司,,2016-10-19,42,6,68214,3824,26,28,52,是,2016年第二期嘉兴市湘家荡发展投资集团有限公司公司债券募集说明书_2741961850609069
海航集团有限公司,,2016-10-19,97,3,114705,5902,37,44,70,是,2016年第二期海航集团有限公司可续期公司债券募集说明书_2741883351126862
济宁市市中区城建投资有限公司,,2016-10-19,61,3,69091,4231,29,31,54,是,2016年济宁市市中区城建投资有限公司地下综合管廊专项债券募集说明书_2741943011125509
广饶县经济发展投资有限公司,,2016-10-19,67,3,96590,5283,31,39,72,是,2016年广饶县经济发展投资有限公司公司债券募集说明书_2741021518754785
湖北省鄂西生态文化旅游圈投资有限公司,,2016-10-19,34,6,92193,2528,19,18,34,是,2016年湖北省鄂西生态文化旅游圈投资有限公司公司债券募集说明书_2741087214390283
宁德市交通投资集团有限公司,,2016-10-19,41,4,108547,2374,16,21,32,是,2016年第一期宁德市交通投资集团有限公司公司债券募集说明书_2738384267764842
宁夏建材集团股份有限公司,,2016-10-18,85,9,145339,7912,49,54,99,是,宁夏建材2016年公开发行公司债券募集说明书（面向合格投资者）_600449_20161018_1
宁夏建材集团股份有限公司,,2016-10-18,85,9,145339,7912,49,54,99,是,宁夏建材集团股份有限公司2016年公开发行公司债券募集说明书_2741249250652783
江苏省海外企业集团有限公司,,2016-10-18,171,11,178935,7317,37,53,93,是,江苏省海外企业集团有限公司2016年面向合格投资者公开发行公司债券募集说明书_2737778663038860
江苏瀛洲发展集团有限公司,,2016-10-18,50,4,70484,2805,19,22,38,是,2016年江苏瀛洲发展集团有限公司公司债券募集说明书_2741097051699409
四川龙阳天府新区建设投资有限公司,,2016-10-14,59,6,67357,4688,31,37,67,是,2016年四川龙阳天府新区建设投资有限公司公司债券募集说明书_2736029133842731
金湖县国有资产经营投资有限责任公司,,2016-10-14,63,9,86449,3577,23,27,43,是,2016年金湖县国有资产经营投资有限责任公司公司债券募集说明书_2723759719237051
发行人董事会声明 发行人董事会公司,,2016-10-13,40,6,52628,2001,17,18,27,是,2016年大洼县临港生态新城投资建设发展有限公司养老产业专项债券募集说明书_2737543746476555
蕲春县国建投资有限公司,,2016-10-13,56,3,76585,6058,35,48,71,是,2016年蕲春县国建投资有限公司公司债券募集说明书_2737677431361014
新区经济技术发展有限公司,,2016-10-13,35,3,82534,1988,17,17,27,是,2016年第二期马鞍山南部承接产业转移新区经济技术发展有限公司公司债券募集说明书_2737538746157490
建设投资开发集团有限公司,,2016-10-12,57,3,78304,4609,29,31,61,是,2015年第二期长沙天心城市建设投资开发集团有限公司公司债券募集说明书_2735895113904476
大冶市城市建设投资开发有限公司,,2016-10-10,74,5,91167,5665,36,42,76,是,2016年第二期大冶市城市建设投资开发有限公司公司债券募集说明书_2725622123290145
贵州省凯里城镇建设投资有限公司,,2016-09-30,37,3,76420,3842,23,25,54,是,2016年贵州省凯里城镇建设投资有限公司城市停车场建设专项债券募集说明书_2726343339991112
市城东新城建设有限公司,,2016-09-30,83,9,85987,3861,24,28,46,是,2016年诸暨市城东新城建设有限公司公司债券募集说明书_2724892779150741
博天环境集团股份有限公司,,2016-09-30,97,7,198727,4772,28,38,55,是,博天环境集团股份有限公司2016年公开发行绿色公司债券募集说明书_2725604669801969
福城市建设投资有限公司,,2016-09-29,61,5,56968,3580,24,27,45,是,2016年第二期长沙开福城市建设投资有限公司公司债券募集说明书_2722998845055439
祥源控股集团有限责任公司,,2016-09-27,96,11,158504,8035,37,59,97,是,祥源控股集团有限责任公司公开发行2016年公司债券募集说明书（面向合格投资者）_2723071797884458
重庆机电股份有限公司,机电股份,2016-09-27,124,11,197850,7364,37,47,108,是,重庆机电股份有限公司公开发行2016年公司债券募集说明书（面向合格投资者）_2723107251434330
凤城市现代产业园区开发建设投资有限公司,,2016-09-26,61,7,71873,4128,29,33,49,是,2015年凤城市现代产业园区开发建设投资有限公司公司债券募集说明书_2719607770397243
中国通用技术（集团）控股有限责任公司,,2016-09-23,174,9,213709,6610,33,50,80,是,中国通用技术（集团）控股有限责任公司2016年公开发行公司债券募集说明书（第一期）_2719568556899602
中国通用技术（集团）控股有限责任公司,,2016-09-23,174,9,213709,6610,33,50,80,是,中国通用技术（集团）控股有限责任公司2016年公开发行公司债券募集说明书（第一期）_2719566188428919
浙江康恩贝制药股份有限公司,,2016-09-22,75,6,182457,4961,26,39,65,是,康恩贝2016年面向合格投资者公开发行公司债券募集说明书_600572_20160922_1
保利协鑫（苏州）新能源有限公司,,2016-09-22,82,4,136452,6843,39,51,91,是,保利协鑫（苏州）新能源有限公司公开发行2016年公司债券募集说明书_2718766309714513
株洲高科集团有限公司,,2016-09-22,73,14,140841,6477,41,45,93,是,2016年株洲高科集团有限公司双创孵化专项债券募集说明书_2718699153877446
鸿商产业控股集团有限公司,,2016-09-22,174,24,204564,14581,70,116,188,是,鸿商产业控股集团有限公司公开发行2016年公司债券募集说明书（面向合格投资者）（第二期）_2718578946542658
浙江康恩贝制药股份有限公司,,2016-09-22,75,6,182457,4961,26,39,65,是,浙江康恩贝制药股份有限公司2016年面向合格投资者公开发行公司债券募集说明书_2718696274639111
浙商证券股份有限公司,,2016-09-21,198,9,181395,5427,24,37,71,是,1 浙商证券股份有限公司2016年公开发行公司债券募集说明书_2717907525090674
山东公用控股有限公司,,2016-09-20,83,4,136751,5854,31,38,75,是,山东公用控股有限公司2016年公开发行公司债券募集说明书_2717630498573475
江苏高淳经济开发区开发总公司,,2016-09-19,76,5,102465,5663,40,44,84,是,2016年第一期江苏高淳经济开发区开发总公司企业债券募集说明书_2712764941014181
荆门高新技术产业开发有限责任公司,,2016-09-19,47,4,76782,2582,16,22,34,是,2016年荆门高新技术产业开发有限责任公司双创孵化专项债券募集说明书_2707312368575983
重庆市合川城市建设投资（集团）有 限公司,,2016-09-14,35,4,111421,2793,18,24,35,是,2016年重庆市合川城市建设投资（集团）有限公司城市停车场建设专项债券募集说明书_2712643826509219
公司,,2016-09-14,64,7,74846,3357,18,29,41,是,2016年荆州开发区城市建设投资开发有限公司双创孵化专项债券募集说明书_2711798622442808
江苏瀛洲发展集团有限公司,,2016-09-13,50,4,70472,2805,19,22,38,是,2016年江苏瀛洲发展集团有限公司公司债券募集说明书_2710798136450908
台州市椒江区国有资产经营有限公司,,2016-09-12,102,5,168538,7768,42,56,100,是,台州市椒江区国有资产经营有限公司2016年公开发行公司债券募集说明书_2710862522891652
合江县阜阳国有资产经营投资（集团）有限公司,,2016-09-12,56,5,72918,4212,28,35,57,是,2016年合江县阜阳国有资产经营投资（集团）有限公司公司债券募集说明书_2708190457080672
浙江玉环城市建设集团有限公司,,2016-09-12,56,3,74928,3901,34,30,56,是,2016年第一期浙江玉环城市建设集团有限公司公司债券募集说明书_2707736196313675
章丘市国有资产运营有限公司,,2016-09-12,56,2,63343,3597,26,29,43,是,2016年章丘市国有资产运营有限公司公司债券募集说明书_2708176764128632
绍兴市柯桥区城建投资开发集团有限公司,,2016-09-09,39,6,66629,3172,22,28,38,是,2016年第一期绍兴市柯桥区城建投资开发集团有限公司公司债券募集说明书_2708110609959235
中国宜兴环保科技工业园发展总公司,,2016-09-09,46,5,62992,2734,19,21,37,是,2016年中国宜兴环保科技工业园发展总公司企业债券募集说明书_2707441358701078
铜陵大江投资控股有限公司,,2016-09-09,71,5,69071,2565,21,22,35,是,2016年铜陵大江投资控股有限公司小微企业增信集合债券募集说明书_2707306751825650
文山城市建设投资（集团）有限公司,,2016-09-09,55,5,83669,3276,19,28,48,是,2016年文山城市建设投资（集团）有限公司公司债券募集说明书_2707312156325715
广州港集团有限公司,,2016-09-08,53,5,101644,4539,28,35,61,是,2016年第二期广州港集团有限公司城市停车场建设专项债券募集说明书_2707410825788736
安吉县城西北开发有限公司,,2016-09-08,49,4,70685,3328,20,23,40,是,2016年安吉县城西北开发有限公司城市地下综合管廊建设专项债券募集说明书_2705681124235453
淮北市建投控股集团有限公司,,2016-09-07,100,4,84413,3667,24,28,45,是,2016年淮北市建投控股集团有限公司小微企业増信集合债券募集说明书_2705538226368589
桐城市建设投资发展有限责任公司,,2016-09-07,33,2,54568,2731,17,21,41,是,2015年桐城市建设投资发展有限责任公司公司债券募集说明书_2705186888403022
贵阳白云城市建设投资有限公司,,2016-09-06,53,7,86510,6209,39,42,82,是,2016年贵阳白云城市建设投资有限公司白云区地下综合管廊项目专项债券募集说明书_2704890380905478
黔东南州开发投资有限责任公司,,2016-09-05,36,3,95316,2326,18,17,30,是,2016年黔东南州开发投资有限责任公司公司债券募集说明书_2704722937783493
