公司全称,公司简称,公告日期,风险词汇频数,前后存在无等的风险频数,整个债券书字数,风险部分字数统计,风险自然段落统计,文档名称
皋市交通投资发展有限公司,,2016-06-21,118,16,178988,4770,56,2016年如皋市交通投资发展有限公司公司债券募集说明书_2638176757611114
汝城县城建开发有限公司,,2016-06-20,88,22,163616,3785,42,2016年第一期汝城县城建开发有限责任公司养老产业专项公司债券募集说明书_2638184646210974
湘乡城市建设投资开发有限公司,,2016-06-20,108,4,150262,3104,44,2016年湘乡城市建设投资开发有限公司公司债券募集说明书_2634873753380783
合肥兴泰金融控股（集团）有限公司,,2016-06-20,162,14,257978,7974,68,合肥兴泰金融控股（集团）有限公司公开发行2016年公司债券募集说明书_2635747788232991
莆田市高新技术产业园开发有限公司,,2016-06-17,112,12,153800,4752,53,2016年莆田市高新技术产业园开发有限公司公司债券募集说明书_2634002943602397
江苏华地国际控股集团有限公司,,2016-06-16,198,14,247396,9314,104,江苏华地国际控股集团有限公司公开发行2016年公司债券募集说明书（第一期）_2634019288904440
伊宁市国有资产投资经营有限责任公司,,2016-06-15,100,14,184256,2513,34,2015年伊宁市国有资产投资经营有限责任公司公司债券募集说明书_2633104335797215
月星集团有限公司,,2016-06-15,232,12,245356,9564,100,月星集团有限公司公开发行2016年公司债券募集说明书（第二期）_2633125215456584
苏州工业园区华成房地产开发有限公司,,2016-06-14,182,14,224232,8836,94,苏州工业园区华成房地产开发有限公司公开发行2016年公司债券募集说明书_2632399864892170
重庆城市交通开发投资（集团）有限公司,,2016-06-13,182,40,299790,7438,76,重庆城市交通开发投资（集团）有限公司2016年公司债券募集说明书_2632165416943255
郑州牟中发展投资有限公司,,2016-06-13,70,7,76331,2305,25,2016年郑州牟中发展投资有限公司公司债券募集说明书_2628062338636153
nan公司,,2016-06-08,256,24,242728,9845,114,禾嘉股份2016年公开发行公司债券募集说明书（面向合格投资者）_600093_20160608_1
四川禾嘉股份有限公司,禾嘉股份,2016-06-08,256,24,242728,9845,114,四川禾嘉股份有限公司2016年公开发行公司债券募集说明书_2627119783037578
成都新开元城市建设投资有限公司,,2016-06-07,96,12,166830,4018,45,2016年成都新开元城市建设投资有限公司公司债券募集说明书_2624454492306942
海 B 股票代码公司,天海投资,2016-06-06,180,10,299776,8730,86,天海投资公开发行2016年公司债券募集说明书（面向合格投资者）_600751_20160606_1
金寨县城镇开发投资有限公司,,2016-06-06,68,4,126662,2629,32,2016年金寨县城镇开发投资有限公司专项债券募集说明书_2623514655333057
重庆市兴荣控股集团有限公司,,2016-06-06,92,8,141058,3153,40,2016年重庆市兴荣控股集团有限公司公司债券募集说明书_2623460150987264
天津天海投资发展股份有限公司,天海投资,2016-06-06,180,10,299776,8730,86,天津天海投资发展股份有限公司2016年公司债券募集说明书_2622724780157391
常德财鑫投融资担保集团有限公司,,2016-06-06,310,36,209476,11862,130,常德财鑫投融资担保集团有限公司公开发行2016年公司债券募集说明书_2623665986057554
杨凌现代农业开发集团有限公司,,2016-06-03,146,14,244978,6704,74,杨凌现代农业开发集团有限公司2016年面向合格投资者公开发行公司债券募集说明书_2623605323022050
中国光大集团股份公司,,2016-06-03,336,12,296594,13376,140,中国光大集团股份公司2016年公开发行公司债券募集说明书（第二期）_2622869801489780
中山城市建设集团有限公司,,2016-06-03,162,12,237560,7209,81,中山城市建设集团有限公司公开发行2016年公司债券募集说明书_2622874050082977
宿州市城市建设投资集团（控股）有限公司,,2016-06-03,170,10,191636,5766,74,2016年宿州市城市建设投资集团（控股）有限公司公司债券募集说明书_2621908133530923
青岛海西城市投资有限公司,,2016-06-03,122,16,125404,5978,62,2016年青岛海西城市投资有限公司公司债券募集说明书_2621912408577803
nan公司,,2016-06-02,144,24,276512,6938,72,长园集团公开发行2016年公司债券募集说明书（第二期）（面向合格投资者）_600525_20160602_1
nan公司,,2016-06-02,118,10,132720,4885,54,中化国际公开发行2016年公司债券募集说明书（面向合格投资者）_600500_20160602_3
中化国际（控股）股份有限公司,,2016-06-02,118,10,132720,4885,54,中化国际（控股）股份有限公司公开发行2016年公司债券募集说明书_2622551108292253
泸州兴阳投资集团有限公司,,2016-06-01,108,12,128384,5192,54,2016年泸州兴阳投资集团有限公司公司债券募集说明书_2617560372753950
天津广成投资集团有限公司,,2016-06-01,78,6,131614,2666,30,2016年天津广成投资集团有限公司公司债券募集说明书_2620137895198633
公司,,2016-05-31,76,10,154672,2516,33,2016年黄石磁湖高新科技发展公司企业债券债券募集说明书_2620902999678006
公司,,2016-05-31,76,10,154672,2516,33,2016年黄石磁湖高新科技发展公司企业债券债券募集说明书_2620899368046638
上海市漕河泾新兴技术开发区发展总公司,,2016-05-31,98,4,151591,4464,54,上海市漕河泾新兴技术开发区发展总公司2016年公开发行公司债券募集说明书_2620283116048436
河北建设投资集团有限责任公司,,2016-05-31,94,10,164576,3188,45,2016年河北建设投资集团有限责任公司可续期公司债券募集说明书_2620859656790137
新区空港新城开发建设集团有限公司,,2016-05-30,76,8,133294,3294,37,2016年陕西省西咸新区空港新城开发建设集团有限公司公司债券募集说明书_2620044782095889
宜城市建设投资经营有限公司,,2016-05-30,112,4,141666,3566,48,2016年宜城市建设投资经营有限公司公司债券募集说明书_2617569663062878
中国银河证券股份有限公司,,2016-05-30,356,24,278016,11530,142,中国银河证券股份有限公司公开发行2016年公司债券募集说明书（发行稿）_2617655954153099
中国银河证券股份有限公司,,2016-05-30,356,24,278016,11530,142,中国银河证券股份有限公司公开发行2016年公司债券募集说明书（发行稿）_2617652536300380
福州高新区投资控股有限公司,,2016-05-30,124,10,116514,4169,46,2016年福州高新区投资控股有限公司公司债券募集说明书_2617696435208089
襄阳市襄州区建设投资经营有限公司,,2016-05-27,106,2,133838,3164,41,2016年襄阳市襄州区建设投资经营有限公司公司债券募集说明书_2615870846045210
聊城市安泰城乡投资开发有限责任公司,,2016-05-25,0,0,1391670,0,0,2016年聊城市安泰城乡投资开发有限责任公司公司债券募集说明书_2614951410250559
聊城市安泰城乡投资开发有限责任公司,,2016-05-25,0,0,1391670,0,0,2016年聊城市安泰城乡投资开发有限责任公司公司债券募集说明书_2614951923831096
苏州市吴江交通投资集团有限公司,,2016-05-24,212,14,279576,11553,112,苏州市吴江交通投资集团有限公司公开发行2016年公司债券募集说明书_2614207558696496
内江人和国有资产经营有限责任公司,,2016-05-24,118,8,140216,3685,49,2016年内江人和国有资产经营有限责任公司公司债券募集说明书_2611547070883500
秀山工业发展投资有限公司,,2016-05-24,136,12,139516,5288,60,2016年秀山工业发展投资有限公司公司债券募集说明书_2611548870154600
洛阳市新区建设投资有限责任公司,,2016-05-24,136,6,181036,5544,49,2016年洛阳市新区建设投资有限责任公司公司债券募集说明书_2611624018204423
威海市文登区城市资产经营有限公司,,2016-05-23,116,6,140122,4357,58,2016年威海市文登区城市资产经营有限公司公司债券募集说明书_2613950630335203
nan公司,,2016-05-20,75,13,122196,3234,36,智慧能源公开发行公司债券募集说明书（第二期）_600869_20160520_2
远洲集团股份有限公司,,2016-05-20,196,6,271002,8906,84,远洲集团股份有限公司2016年公开发行公司债券（第一期）债券募集说明书_2611336462783265
国盛证券有限责任公司,,2016-05-20,424,22,240184,13180,158,国盛证券有限责任公司公开发行2016年公司债券募集说明书_2610735452490981
萍乡市昌兴投资有限公司,,2016-05-20,140,14,151296,5321,57,2016年萍乡市昌兴投资有限公司公司债券募集说明书_2609857852305880
九江市庐山区城投（集团）有限公司,,2016-05-19,132,18,161614,6010,65,2016年九江市庐山区城投（集团）有限公司公司债券募集说明书_2608980171769919
淮安红日交通投资发展总公司,,2016-05-19,112,8,134938,4154,44,2016年淮安红日交通投资发展总公司企业债券募集说明书_2608808884181001
亳州宜居投资有限公司,,2016-05-19,0,0,1000694,0,0,2016年亳州宜居投资有限公司公司债券募集说明书_2608968998482181
四川阆中名城经营投资有限公司,,2016-05-19,132,8,159226,5509,65,2016年四川阆中名城经营投资有限公司公司债券募集说明书_2608974791786042
仙桃市城市建设投资开发公司,,2016-05-18,144,6,200356,6942,68,2016年仙桃市城市建设投资开发公司公司债券募集说明书_2608088266986914
天津渤海国有资产经营管理有限公司,,2016-05-18,94,10,149912,4792,41,2016年天津渤海国有资产经营管理有限公司公司债券募集说明书_2608153346990671
眉山市宏大建设投资有限责任公司,,2016-05-18,114,10,155836,4317,58,2016年眉山市宏大建设投资有限责任公司公司债券募集说明书_2608836598911314
天津渤海国有资产经营管理有限公司,,2016-05-18,94,10,149912,4792,41,2016年天津渤海国有资产经营管理有限公司公司债券募集说明书_2608762002282787
天津宁河投资控股有限公司,,2016-05-18,92,10,131408,3124,38,2016年天津宁河投资控股有限公司公司债券募集说明书_2608905744717445
新湖中ᇍ公司,,2016-05-17,54,0,549006,0,0,新湖中宝公开发行2016年公司债券募集说明书（面向合格投资者）_600208_20160517_1
永泰能源股份有限公司,,2016-05-17,192,8,330118,9280,92,永泰能源公开发行2016年公司债券募集说明书（第二期）（面向合格投资者）_600157_20160517_1
耒阳市国有资产投资经营有限公司,,2016-05-17,65,9,83393,2141,25,2015年耒阳市国有资产投资经营有限公司专项债券募集说明书_2605460549204744
新湖中宝股份有限公司,,2016-05-17,54,0,549006,0,0,新湖中宝股份有限公司公开发行2016年公司债券募集说明书_2608174616934958
宁夏晟晏实业集团有限公司,,2016-05-17,204,16,253828,8925,97,宁夏晟晏实业集团有限公司2016年公开发行公司债券募集说明书（面向合格投资者）_2608043996610460
新湖中宝股份有限公司,,2016-05-17,54,0,549006,0,0,新湖中宝股份有限公司公开发行2016年公司债券募集说明书_2608168873824587
2012年春和集团有限公司,,2016-05-13,80,4,93080,2669,40,2012年春和集团有限公司公司债券募集说明书_2605367776879687
泸州市纳溪区国有资产经营有限公司,,2016-05-13,0,0,36148,0,0,2016年泸州市纳溪区国有资产经营有限公司公司债券募集说明书_2602082248952887
启东国有资产投资控股有限公司,,2016-05-13,134,4,176670,5622,54,2016年启东国有资产投资控股有限公司公司债券募集说明书_2604592683962026
杭州萧山钱江世纪城开发建设有限责任公司,,2016-05-12,148,14,172484,7062,66,2016年杭州萧山钱江世纪城开发建设有限责任公司公司债券募集说明书_2602062225385565
山西晋城无烟煤矿业集团有限责任公司,,2016-05-10,148,13,220038,6050,74,2016年第一期山西晋城无烟煤矿业集团有限责任公司公司债券募集说明书_2602862699168565
